"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","condition_num","SONA_id","rt","stimulus","response","question_order","slider_start","practiceTrial","practiceTrialNum","correct","image_path","concept","repetition","map_id","map_num","scale_name","orientation_code","mapping_code","rotation_code","shift_code","ishihara_plate","correct_response"
"","","","","","html-slider-response","75","335223","0.0-71.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map02_Reds_scaleDef_orientDef_270_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-62","","0","","","","images/shifted_maps/map02_Reds_scaleDef_orientDef_270_lightshift.png","happy","1","02","02","Reds","orientDef","scaleDef","270","lightshift","",""
"","","","","","html-slider-response","76","337492","0.0-72.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map12_BuPu_scaleDef_orientDef_270_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-62","","0","","","","images/shifted_maps/map12_BuPu_scaleDef_orientDef_270_darkshift.png","happy","1","12","12","BuPu","orientDef","scaleDef","270","darkshift","",""
"","","","","","html-slider-response","77","339858","0.0-73.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map10_vanimo_scaleDef_orientDef_270_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","26","","0","","","","images/shifted_maps/map10_vanimo_scaleDef_orientDef_270_lightshift.png","happy","1","10","10","vanimo","orientDef","scaleDef","270","lightshift","",""
"","","","","","html-slider-response","78","342329","0.0-74.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map07_PiYG_scaleRev_orientDef_000_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","90","","0","","","","images/shifted_maps/map07_PiYG_scaleRev_orientDef_000_darkshift.png","happy","1","07","07","PiYG","orientDef","scaleRev","000","darkshift","",""
"","","","","","html-slider-response","79","344425","0.0-75.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map12_RdGy_scaleRev_orientDef_180_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-189","","0","","","","images/shifted_maps/map12_RdGy_scaleRev_orientDef_180_lightshift.png","happy","1","12","12","RdGy","orientDef","scaleRev","180","lightshift","",""
"","","","","","html-slider-response","80","351252","0.0-76.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map02_turbo_scaleDef_orientDef_090_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","14","","0","","","","images/shifted_maps/map02_turbo_scaleDef_orientDef_090_lightshift.png","happy","1","02","02","turbo","orientDef","scaleDef","090","lightshift","",""
"","","","","","html-slider-response","81","354278","0.0-77.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map13_BrBG_scaleRev_orientDef_180_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-84","","0","","","","images/shifted_maps/map13_BrBG_scaleRev_orientDef_180_darkshift.png","happy","1","13","13","BrBG","orientDef","scaleRev","180","darkshift","",""
"","","","","","html-slider-response","82","356821","0.0-78.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map13_BuPu_scaleRev_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-35","","0","","","","images/shifted_maps/map13_BuPu_scaleRev_orientDef_000_lightshift.png","happy","1","13","13","BuPu","orientDef","scaleRev","000","lightshift","",""
"","","","","","html-slider-response","83","360469","0.0-79.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map23_RdYlGn_scaleDef_orientDef_270_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","98","","0","","","","images/shifted_maps/map23_RdYlGn_scaleDef_orientDef_270_darkshift.png","happy","1","23","23","RdYlGn","orientDef","scaleDef","270","darkshift","",""
"","","","","","html-slider-response","84","363631","0.0-80.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map02_turbo_scaleRev_orientDef_180_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","43","","0","","","","images/shifted_maps/map02_turbo_scaleRev_orientDef_180_darkshift.png","happy","1","02","02","turbo","orientDef","scaleRev","180","darkshift","",""
"","","","","","html-slider-response","85","365804","0.0-81.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map27_managua_scaleDef_orientDef_270_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","88","","0","","","","images/shifted_maps/map27_managua_scaleDef_orientDef_270_lightshift.png","happy","1","27","27","managua","orientDef","scaleDef","270","lightshift","",""
"","","","","","html-slider-response","86","368079","0.0-82.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map07_Greys_scaleDef_orientDef_090_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-156","","0","","","","images/shifted_maps/map07_Greys_scaleDef_orientDef_090_lightshift.png","happy","1","07","07","Greys","orientDef","scaleDef","090","lightshift","",""
"","","","","","html-slider-response","87","371270","0.0-83.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map02_managua_scaleRev_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-10","","0","","","","images/shifted_maps/map02_managua_scaleRev_orientDef_000_lightshift.png","happy","1","02","02","managua","orientDef","scaleRev","000","lightshift","",""
"","","","","","html-slider-response","88","373661","0.0-84.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map05_Reds_scaleRev_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-190","","0","","","","images/shifted_maps/map05_Reds_scaleRev_orientDef_000_lightshift.png","happy","1","05","05","Reds","orientDef","scaleRev","000","lightshift","",""
"","","","","","html-slider-response","89","376093","0.0-85.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map10_coolwarm_scaleDef_orientDef_090_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","90","","0","","","","images/shifted_maps/map10_coolwarm_scaleDef_orientDef_090_lightshift.png","happy","1","10","10","coolwarm","orientDef","scaleDef","090","lightshift","",""
"","","","","","html-slider-response","90","378108","0.0-86.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map26_BuGn_scaleDef_orientDef_270_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","148","","0","","","","images/shifted_maps/map26_BuGn_scaleDef_orientDef_270_darkshift.png","happy","1","26","26","BuGn","orientDef","scaleDef","270","darkshift","",""
"","","","","","html-slider-response","91","380326","0.0-87.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map10_coolwarm_scaleRev_orientDef_180_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","30","","0","","","","images/shifted_maps/map10_coolwarm_scaleRev_orientDef_180_darkshift.png","happy","1","10","10","coolwarm","orientDef","scaleRev","180","darkshift","",""
"","","","","","html-slider-response","92","382964","0.0-88.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map27_berlin_scaleDef_orientDef_090_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","80","","0","","","","images/shifted_maps/map27_berlin_scaleDef_orientDef_090_lightshift.png","happy","1","27","27","berlin","orientDef","scaleDef","090","lightshift","",""
"","","","","","html-slider-response","93","385392","0.0-89.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map10_coolwarm_scaleRev_orientDef_180_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-146","","0","","","","images/shifted_maps/map10_coolwarm_scaleRev_orientDef_180_lightshift.png","happy","1","10","10","coolwarm","orientDef","scaleRev","180","lightshift","",""
"","","","","","html-slider-response","94","387384","0.0-90.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map10_vanimo_scaleDef_orientDef_270_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","17","","0","","","","images/shifted_maps/map10_vanimo_scaleDef_orientDef_270_darkshift.png","happy","1","10","10","vanimo","orientDef","scaleDef","270","darkshift","",""
"","","","","","html-slider-response","95","389605","0.0-91.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map15_cividis_scaleRev_orientDef_180_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-111","","0","","","","images/shifted_maps/map15_cividis_scaleRev_orientDef_180_darkshift.png","happy","1","15","15","cividis","orientDef","scaleRev","180","darkshift","",""
"","","","","","html-slider-response","96","392498","0.0-92.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map23_YlOrBr_scaleRev_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-57","","0","","","","images/shifted_maps/map23_YlOrBr_scaleRev_orientDef_000_lightshift.png","happy","1","23","23","YlOrBr","orientDef","scaleRev","000","lightshift","",""
"","","","","","html-slider-response","97","395000","0.0-93.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map15_magma_scaleRev_orientDef_000_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-117","","0","","","","images/shifted_maps/map15_magma_scaleRev_orientDef_000_darkshift.png","happy","1","15","15","magma","orientDef","scaleRev","000","darkshift","",""
"","","","","","html-slider-response","98","397678","0.0-94.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >happy</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map02_managua_scaleRev_orientDef_000_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","58","","0","","","","images/shifted_maps/map02_managua_scaleRev_orientDef_000_darkshift.png","happy","1","02","02","managua","orientDef","scaleRev","000","darkshift","",""
"","","","","","html-button-response","99","399515","0.0-95.0","octpmrlkux","3","96606","1332","<p>Great Job! You've finished block 1.<br></br> You have 4 block(s) left to go.<br></br></p>","0","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","100","400650","0.0-96.0","octpmrlkux","3","96606","1135","<p>In this block of trials, you will be asked to rate how much you associate each map with:</p > <p style = 'font-size:150%; font-weight: bold'>disgust</p><br></br>","0","","","","","","","","","","","","","","","","",""
"","","","","","html-slider-response","101","402970","0.0-97.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disgust</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map23_YlOrBr_scaleRev_orientDef_000_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","78","","0","","","","images/shifted_maps/map23_YlOrBr_scaleRev_orientDef_000_darkshift.png","disgust","1","23","23","YlOrBr","orientDef","scaleRev","000","darkshift","",""
"","","","","","html-slider-response","102","406351","0.0-98.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disgust</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map07_Greys_scaleDef_orientDef_090_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","82","","0","","","","images/shifted_maps/map07_Greys_scaleDef_orientDef_090_darkshift.png","disgust","1","07","07","Greys","orientDef","scaleDef","090","darkshift","",""
"","","","","","html-slider-response","103","408946","0.0-99.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disgust</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map27_berlin_scaleDef_orientDef_090_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-105","","0","","","","images/shifted_maps/map27_berlin_scaleDef_orientDef_090_lightshift.png","disgust","1","27","27","berlin","orientDef","scaleDef","090","lightshift","",""
"","","","","","html-slider-response","104","411263","0.0-100.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disgust</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map10_vanimo_scaleDef_orientDef_270_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","85","","0","","","","images/shifted_maps/map10_vanimo_scaleDef_orientDef_270_darkshift.png","disgust","1","10","10","vanimo","orientDef","scaleDef","270","darkshift","",""
"","","","","","html-slider-response","105","414057","0.0-101.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disgust</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map05_Reds_scaleRev_orientDef_000_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","51","","0","","","","images/shifted_maps/map05_Reds_scaleRev_orientDef_000_darkshift.png","disgust","1","05","05","Reds","orientDef","scaleRev","000","darkshift","",""
"","","","","","html-slider-response","106","417709","0.0-102.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disgust</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map27_BuGn_scaleRev_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","82","","0","","","","images/shifted_maps/map27_BuGn_scaleRev_orientDef_000_lightshift.png","disgust","1","27","27","BuGn","orientDef","scaleRev","000","lightshift","",""
"","","","","","html-slider-response","107","425615","0.0-103.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disgust</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map13_BrBG_scaleRev_orientDef_180_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-18","","0","","","","images/shifted_maps/map13_BrBG_scaleRev_orientDef_180_lightshift.png","disgust","1","13","13","BrBG","orientDef","scaleRev","180","lightshift","",""
"","","","","","html-slider-response","108","428098","0.0-104.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disgust</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map05_PuBu_scaleRev_orientDef_180_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-120","","0","","","","images/shifted_maps/map05_PuBu_scaleRev_orientDef_180_lightshift.png","disgust","1","05","05","PuBu","orientDef","scaleRev","180","lightshift","",""
"","","","","","html-slider-response","109","430927","0.0-105.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disgust</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map27_berlin_scaleRev_orientDef_180_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-138","","0","","","","images/shifted_maps/map27_berlin_scaleRev_orientDef_180_darkshift.png","disgust","1","27","27","berlin","orientDef","scaleRev","180","darkshift","",""
"","","","","","html-slider-response","110","433473","0.0-106.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disgust</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map05_Reds_scaleRev_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-62","","0","","","","images/shifted_maps/map05_Reds_scaleRev_orientDef_000_lightshift.png","disgust","1","05","05","Reds","orientDef","scaleRev","000","lightshift","",""
"","","","","","html-slider-response","111","435922","0.0-107.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disgust</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map15_magma_scaleRev_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","42","","0","","","","images/shifted_maps/map15_magma_scaleRev_orientDef_000_lightshift.png","disgust","1","15","15","magma","orientDef","scaleRev","000","lightshift","",""
"","","","","","html-slider-response","112","437872","0.0-108.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disgust</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map26_BuGn_scaleDef_orientDef_270_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","42","","0","","","","images/shifted_maps/map26_BuGn_scaleDef_orientDef_270_lightshift.png","disgust","1","26","26","BuGn","orientDef","scaleDef","270","lightshift","",""
"","","","","","html-slider-response","113","440203","0.0-109.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disgust</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map13_BrBG_scaleRev_orientDef_180_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","147","","0","","","","images/shifted_maps/map13_BrBG_scaleRev_orientDef_180_darkshift.png","disgust","1","13","13","BrBG","orientDef","scaleRev","180","darkshift","",""
"","","","","","html-slider-response","114","442376","0.0-110.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disgust</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map27_managua_scaleDef_orientDef_270_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-118","","0","","","","images/shifted_maps/map27_managua_scaleDef_orientDef_270_darkshift.png","disgust","1","27","27","managua","orientDef","scaleDef","270","darkshift","",""
"","","","","","html-slider-response","115","444570","0.0-111.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disgust</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map12_vanimo_scaleRev_orientDef_000_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","14","","0","","","","images/shifted_maps/map12_vanimo_scaleRev_orientDef_000_darkshift.png","disgust","1","12","12","vanimo","orientDef","scaleRev","000","darkshift","",""
"","","","","","html-slider-response","116","447151","0.0-112.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disgust</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map23_PRGn_scaleRev_orientDef_180_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-73","","0","","","","images/shifted_maps/map23_PRGn_scaleRev_orientDef_180_lightshift.png","disgust","1","23","23","PRGn","orientDef","scaleRev","180","lightshift","",""
"","","","","","html-slider-response","117","449299","0.0-113.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disgust</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map27_managua_scaleDef_orientDef_270_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","154","","0","","","","images/shifted_maps/map27_managua_scaleDef_orientDef_270_lightshift.png","disgust","1","27","27","managua","orientDef","scaleDef","270","lightshift","",""
"","","","","","html-slider-response","118","451233","0.0-114.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disgust</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map23_PRGn_scaleDef_orientDef_090_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","37","","0","","","","images/shifted_maps/map23_PRGn_scaleDef_orientDef_090_lightshift.png","disgust","1","23","23","PRGn","orientDef","scaleDef","090","lightshift","",""
"","","","","","html-slider-response","119","453436","0.0-115.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disgust</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map13_magma_scaleDef_orientDef_270_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-68","","0","","","","images/shifted_maps/map13_magma_scaleDef_orientDef_270_darkshift.png","disgust","1","13","13","magma","orientDef","scaleDef","270","darkshift","",""
"","","","","","html-slider-response","120","456047","0.0-116.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disgust</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map10_coolwarm_scaleRev_orientDef_180_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","35","","0","","","","images/shifted_maps/map10_coolwarm_scaleRev_orientDef_180_lightshift.png","disgust","1","10","10","coolwarm","orientDef","scaleRev","180","lightshift","",""
"","","","","","html-slider-response","121","458021","0.0-117.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disgust</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map15_cividis_scaleDef_orientDef_090_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","107","","0","","","","images/shifted_maps/map15_cividis_scaleDef_orientDef_090_lightshift.png","disgust","1","15","15","cividis","orientDef","scaleDef","090","lightshift","",""
"","","","","","html-slider-response","122","460490","0.0-118.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disgust</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map12_vanimo_scaleRev_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-71","","0","","","","images/shifted_maps/map12_vanimo_scaleRev_orientDef_000_lightshift.png","disgust","1","12","12","vanimo","orientDef","scaleRev","000","lightshift","",""
"","","","","","html-slider-response","123","462849","0.0-119.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disgust</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map02_managua_scaleRev_orientDef_000_darkshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","108","","0","","","","images/shifted_maps/map02_managua_scaleRev_orientDef_000_darkshift.png","disgust","1","02","02","managua","orientDef","scaleRev","000","darkshift","",""
"","","","","","html-slider-response","124","464856","0.0-120.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disgust</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map02_turbo_scaleDef_orientDef_090_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-138","","0","","","","images/shifted_maps/map02_turbo_scaleDef_orientDef_090_lightshift.png","disgust","1","02","02","turbo","orientDef","scaleDef","090","lightshift","",""
"","","","","","html-slider-response","125","466964","0.0-121.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disgust</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map10_PuRd_scaleRev_orientDef_000_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-176","","0","","","","images/shifted_maps/map10_PuRd_scaleRev_orientDef_000_lightshift.png","disgust","1","10","10","PuRd","orientDef","scaleRev","000","lightshift","",""
"","","","","","html-slider-response","126","469166","0.0-122.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disgust</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map05_PiYG_scaleDef_orientDef_270_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-186","","0","","","","images/shifted_maps/map05_PiYG_scaleDef_orientDef_270_lightshift.png","disgust","1","05","05","PiYG","orientDef","scaleDef","270","lightshift","",""
"","","","","","html-slider-response","127","471578","0.0-123.0","octpmrlkux","3","96606","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disgust</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/shifted_maps/map13_BrBG_scaleDef_orientDef_090_lightshift.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","122","","0","","","","images/shifted_maps/map13_BrBG_scaleDef_orientDef_090_lightshift.png","disgust","1","13","13","BrBG","orientDef","scaleDef","090","lightshift","",""
